Date,Team,Acquired,Relinquished,Notes
2/18/2001,Lakers,,Ron Harper,placed on IL with sore left knee
2/18/2001,Lakers,Mike Penberthy,,activated from IL
2/20/2001,Magic,,Pat Garrity,placed on IL with surgery on left knee (out 2-3 weeks)
2/21/2001,76ers,Theo Ratliff,,activated from IL
2/21/2001,Spurs,,Ira Newble,placed on IL with patella tendinitis
2/21/2001,Spurs,Sean Elliott,,activated from IL
2/22/2001,76ers,Juan Sanchez / Pepe Sanchez,,activated from IL
2/22/2001,Blazers,,Will Perdue,placed on IL with strained left hamstring
2/22/2001,Blazers,Scottie Pippen,,activated from IL
2/22/2001,Knicks,,Travis Knight,placed on IL with sprained left ankle
2/22/2001,Mavericks,Donnell Harvey,,activated from IL
2/22/2001,Mavericks,Eduardo Najera,,activated from IL
2/22/2001,Mavericks,Etan Thomas,,activated from IL
2/22/2001,Pistons,,Jud Buechler,placed on IL with back spasms
2/22/2001,Wizards,,Rod Strickland,placed on IL with sore hamstrings
2/22/2001,Wizards,Laron Profit,,activated from IL
2/23/2001,Hawks,,Theo Ratliff,placed on IL with a stress fracture in right wrist
2/23/2001,Hawks,Hanno Mottola,,activated from IL
2/23/2001,Hornets,Lee Nailon,,activated from IL
2/23/2001,Mavericks,,Calvin Booth,placed on IR with left elbow tendinitis
2/23/2001,Pistons,,Kornel David,placed on IL with back spasms
2/23/2001,Pistons,Billy Owens,,activated from IL
2/23/2001,Pistons,Brian Cardinal,,activated from IL
2/23/2001,Raptors,,Mamadou N'diaye,placed on IL with strained groin
2/25/2001,Cavaliers,,Chucky Brown,placed on IL with sprained right ankle
2/25/2001,Cavaliers,Matt Harpring,,activated from IL
2/25/2001,Knicks,,Tyrone Bogues / Muggsy Bogues,placed on IL with sore right knee
2/25/2001,Knicks,Rick Brunson,,activated from IL
2/26/2001,Celtics,,Jerome Moiso,placed on IR with right infrapatella tendinitis
2/26/2001,Celtics,,Kenny Anderson,placed on IL with sprained right ankle
2/26/2001,Celtics,Adrian Griffin,,activated from IL
2/26/2001,Celtics,Randy Brown,,activated from IL
2/27/2001,Mavericks,,Obinna Ekezie,placed on IL with sprained right (left?) ankle
2/28/2001,Bulls,,Khalid El-Amin,placed on IL with left knee tendinitis
2/28/2001,Bulls,A.J. Guyton,,activated from IL
2/28/2001,Nuggets,,Anthony Goldwire,placed on IL with sprained right wrist
2/28/2001,Nuggets,Terry Davis,,activated from IL
2/28/2001,Rockets,,Matt Bullard,placed on IR with stress fracture in back
2/28/2001,Warriors,,Chris Mullin,placed on IL with strained lower back
2/28/2001,Warriors,Erick Dampier,,activated from IL
3/1/2001,Bucks,,Jerome Kersey,placed on IL with foot injury
3/1/2001,Bucks,Darvin Ham,,activated from IL
3/2/2001,Bulls,,Dragan Tarlac,placed on IL with left ankle tendinitis
3/2/2001,Bulls,Michael Ruffin,,activated from IL
3/2/2001,Jazz,,DeShawn Stevenson,placed on IL with right knee tendinitis
3/2/2001,Jazz,David Benoit,,activated from IL
3/2/2001,Magic,Pat Garrity,,activated from IL
3/2/2001,Wizards,,Tyrone Nesby,placed on IL with sprained right ankle
3/4/2001,Knicks,,Rick Brunson,placed on IL with plantar fasciatis in right foot
3/4/2001,Knicks,Travis Knight,,activated from IL
3/5/2001,Blazers,,Greg Anthony,placed on IL with sore right shoulder
3/5/2001,Blazers,Gary Grant,,activated from IL
3/5/2001,Grizzlies,,Brent Price,placed on IR with right knee osteoarthritis
3/5/2001,Grizzlies,Kevin Edwards,,activated from IL
3/5/2001,Pistons,,Brian Cardinal,placed on IL with patella tendinitis in both knees
3/5/2001,Pistons,Jud Buechler,,activated from IL
3/5/2001,Spurs,,Jaren Jackson Sr.,placed on IL with strained right calf
3/5/2001,Spurs,Shawnelle Scott,,activated from IL
3/6/2001,Knicks,,Luc Longley,placed on IR with sprained left ankle / sore back
3/6/2001,Knicks,Felton Spencer,,activated from IL
3/6/2001,Wizards,,Chris Whitney,placed on IL with sprained left ankle
3/7/2001,76ers,,Roshown McLeod,placed on IL with left leg injury
3/7/2001,Heat,,Eddie Jones,placed on IR with dislocated left shoulder
3/7/2001,Heat,Ricky Davis,,activated from IL
3/7/2001,Pacers,,Bruno Sundov,placed on IL with strained left groin
3/7/2001,Pacers,Terry Mills,,activated from IL
3/8/2001,Nuggets,,Calbert Cheaney,placed on IL
3/8/2001,Nuggets,Anthony Goldwire,,activated from IL
3/9/2001,Hawks,,Lorenzen Wright,placed on IL with a sprained right thumb
3/10/2001,Pacers,,Derrick McKey,placed on IL with strained lower back
3/11/2001,Celtics,,Chris Carr (Dean),placed on IL with broken left thumb
3/11/2001,Celtics,Jerome Moiso,,activated from IL
3/11/2001,Hornets,,Eldridge Recasner,placed on IL with back spasms
3/11/2001,Pacers,Lari Ketner,,activated from IL
3/12/2001,Hawks,Matt Maloney,,activated from IL
3/12/2001,Kings,,Jabari Smith,placed on IL with right knee tendinitis
3/12/2001,Kings,Jon Barry,,activated from IL
3/13/2001,Lakers,,Mike Penberthy,placed on IL with strained right shoulder
3/13/2001,Lakers,Derek Fisher,,activated from IL
3/14/2001,Spurs,,Derrick Dial,placed on IL with sprained right wrist
3/14/2001,Spurs,Ira Newble,,activated from IL
3/15/2001,Rockets,,Hakeem Olajuwon,placed on IR with blood clot in left leg
3/15/2001,Rockets,Matt Bullard,,activated from IL
3/16/2001,Blazers,,Erick Barkley,placed on IL with sore left knee
3/16/2001,Blazers,Greg Anthony,,activated from IL
3/16/2001,Bulls,,Michael Ruffin,placed on IR with fractured left hand
3/16/2001,Bulls,Dragan Tarlac,,activated from IL
3/16/2001,Cavaliers,,Cedric Henderson (E.),placed on IL with strained left groin
3/16/2001,Cavaliers,Anthony Johnson,,activated from IL
3/16/2001,Pacers,,Lari Ketner,placed on IL with lower back spasms
3/16/2001,Pacers,Tyus Edney,,activated from IL
3/16/2001,Spurs,,Ira Newble,placed on IR with sprained finger
3/16/2001,Spurs,Malik Rose,,activated from IL
3/19/2001,Hawks,Lorenzen Wright,,activated from IL
3/19/2001,Pacers,,Terry Mills,placed on IL with strained lower back
3/19/2001,Pacers,Derrick McKey,,activated from IL
3/20/2001,Bulls,Khalid El-Amin,,activated from IL
3/20/2001,Cavaliers,,Robert Traylor / Tractor Traylor,placed on IL with lower back spasms
3/20/2001,Cavaliers,Chucky Brown,,activated from IL
3/21/2001,Hornets,Eldridge Recasner,,activated from IL
3/21/2001,Mavericks,,Gary Trent,placed on IR with sprained left toe
3/21/2001,Mavericks,Calvin Booth,,activated from IL
3/21/2001,Nets,,Jamie Feick,placed on IR with sore left Achilles tendon
3/22/2001,Nuggets,Calbert Cheaney,,activated from IL
3/23/2001,Lakers,,Tyronn Lue,placed on IL with sprained left ankle
3/23/2001,Lakers,Mike Penberthy,,activated from IL
3/23/2001,Mavericks,Obinna Ekezie,,activated from IL
3/23/2001,Pistons,,Michael Curry,placed on IR with dislocated right thumb
3/23/2001,Pistons,Kornel David,,activated from IL
3/24/2001,Mavericks,,Donnell Harvey,placed on IR with right elbow tendinitis
3/25/2001,Timberwolves,,Anthony Peeler,placed on IL with sprained left ankle
3/25/2001,Timberwolves,Sam Jacobson,,activated from IL
3/26/2001,Cavaliers,,Jim Jackson,placed on IR with plantar fasciitis in left foot
3/26/2001,Cavaliers,Cedric Henderson (E.),,activated from IL
3/26/2001,Mavericks,Obinna Ekezie,,activated from IL
3/27/2001,Bulls,,Bryce Drew,placed on IR with right foot plantar fascia strain (torn per Bulls media guide)
3/27/2001,Heat,,Don MacLean,placed on IR with left knee/quadriceps tendinitis
3/27/2001,Heat,Alonzo Mourning,,activated from IL
3/27/2001,Jazz,,David Benoit,placed on IR with strained right deltoid muscle (sprained right ankle per P)
3/27/2001,Jazz,Quincy Lewis,,activated from IL
3/27/2001,Rockets,,Sean Colson,placed on IR with sore right foot
3/27/2001,Rockets,Hakeem Olajuwon,,activated from IL
3/28/2001,Mavericks,,Mark Bryant,placed on IL with sprained left thumb
3/29/2001,Bulls,,Dragan Tarlac,placed on IR with sprained left ankle (sprained right ankle per Bulls media guide)
3/29/2001,Bulls,Jake Voskuhl,,activated from IL
3/30/2001,Cavaliers,,Cedric Henderson (E.),placed on IL with strained left groin
3/30/2001,Cavaliers,Robert Traylor / Tractor Traylor,,activated from IL
3/30/2001,Celtics,,Jerome Moiso,placed on IR with right infrapatella tendonitis
3/30/2001,Celtics,Tony Battie,,activated from IL
3/31/2001,Warriors,,Bob Sura,placed on IL with strained lower back
4/2/2001,Hornets,,Lee Nailon,placed on IL with left knee tendinitis
4/2/2001,Hornets,Derrick Coleman,,activated from IL
4/3/2001,Heat,,Duane Causwell,placed on IL with sprained left ankle
4/3/2001,Heat,Todd Fuller,,activated from IL
4/4/2001,Magic,,Darrell Armstrong,placed on IL with strained groin
4/4/2001,Nuggets,,Terry Davis,placed on IL with strained left calf
4/4/2001,Wizards,Tyrone Nesby,,activated from IL
4/5/2001,Kings,,Art Long,placed on IL with right knee patella tendinitis
4/5/2001,Kings,Nick Anderson,,activated from IL
4/5/2001,Rockets,,Maurice Taylor,placed on IR with sore left & right Achilles tendon
4/5/2001,Rockets,Sean Colson,,activated from IL
4/6/2001,76ers,,Juan Sanchez / Pepe Sanchez,placed on IL with right knee tendinitis
4/6/2001,Blazers,,Shawn Kemp,"placed on IR, player checked into drug rehab program for cocaine abuse"
4/6/2001,Blazers,Antonio Harvey,,activated from IL
4/6/2001,Magic,Dee Brown (a),,activated from IL
4/6/2001,Mavericks,,Greg Buckner,placed on IR with dislocated left kneecap
4/6/2001,Mavericks,,Obinna Ekezie,placed on IL with left Achilles tendinitis
4/6/2001,Mavericks,Donnell Harvey,,activated from IL
4/6/2001,Mavericks,Mark Bryant,,activated from IL
4/6/2001,Timberwolves,,Sam Jacobson,placed on IL with right knee patella tendinitis
4/6/2001,Timberwolves,Anthony Peeler,,activated from IL
4/7/2001,Celtics,,Randy Brown,placed on IR with a right adductor strain
4/7/2001,Celtics,Jerome Moiso,,activated from IL
4/7/2001,Jazz,,Quincy Lewis,placed on IL with tendinitis in both knees
4/7/2001,Jazz,David Benoit,,activated from IL
4/7/2001,Knicks,,Lavor Postell,placed on IL with strep throat
4/8/2001,Knicks,Rick Brunson,,activated from IL
4/8/2001,Pistons,,Billy Owens,placed on IL with back spasms
4/9/2001,Jazz,David Benoit,,activated from IL
4/9/2001,Pistons,Brian Cardinal,,activated from IL
4/10/2001,Blazers,,Bonzi Wells,placed on IL with torn ACL in left knee (out for season)
4/10/2001,Blazers,Will Perdue,,activated from IL
4/10/2001,Heat,,Todd Fuller,placed on IL with left knee tendinitis
4/10/2001,Heat,Eddie Jones,,activated from IL
4/10/2001,Hornets,,Tim James,placed on IL with left knee tendinitis
4/10/2001,Lakers,,Isaiah Rider / J.R. Rider,placed on IL with back spasms
4/10/2001,Lakers,Stanislav Medvedenko,,activated from IL
4/11/2001,Jazz,,Scott Padgett,placed on IL with strained right groin
4/11/2001,Jazz,DeShawn Stevenson,,activated from IL
4/13/2001,Bulls,,Jamal Crawford,placed on IL with hyperextended left knee
4/13/2001,Bulls,Dragan Tarlac,,activated from IL
4/14/2001,Bucks,,Tim Thomas,placed on IR with right shoulder subluxation
4/14/2001,Bucks,Jerome Kersey,,activated from IL
4/14/2001,Warriors,Bob Sura,,activated from IL
4/15/2001,Heat,,Tim Hardaway Sr.,placed on IL with bruised left foot
4/15/2001,Heat,Duane Causwell,,activated from IL
4/15/2001,Magic,,Cory Alexander,placed on IL with bruised right foot
4/15/2001,Magic,Darrell Armstrong,,activated from IL
4/15/2001,Sonics,,Jelani McCoy,placed on IL with sprained left ankle
4/15/2001,Sonics,David Wingate,,activated from IL
4/16/2001,Cavaliers,,Vernell Coles / Bimbo Coles,placed on IL with sprained right thumb
4/16/2001,Cavaliers,Jim Jackson,,activated from IL
4/16/2001,Clippers,,Corey Maggette,placed on IL with strained right groin
4/16/2001,Clippers,Zendon Hamilton,,activated from IL
4/17/2001,76ers,,Allen Iverson,placed on IR with bursitis in right elbow
4/17/2001,76ers,Roshown McLeod,,activated from IL
4/17/2001,Bucks,,Jason Caffey,placed on IL with left knee tendinitis
4/17/2001,Bucks,,Sam Cassell,placed on IL with strained right hip flexor
4/17/2001,Bucks,Jason Hart,,activated from IL
4/17/2001,Bucks,Michael Redd,,activated from IL
4/17/2001,Pacers,,Derrick McKey,placed on IL with strained lower back
4/17/2001,Pacers,,Sam Perkins,placed on IL with sprained left ankle
4/17/2001,Pacers,Bruno Sundov,,activated from IL
4/17/2001,Pacers,Terry Mills,,activated from IL
4/18/2001,76ers,,Dikembe Mutombo,placed on IR with sprained left fifth toe
4/18/2001,76ers,Juan Sanchez / Pepe Sanchez,,activated from IL
4/18/2001,Heat,,Anthony Mason Sr.,placed on IL with sprained left ankle
4/18/2001,Heat,Don MacLean,,activated from IL
4/18/2001,Kings,,Lawrence Funderburke,placed on IL with strained left groin
4/18/2001,Kings,Jabari Smith,,activated from IL
4/18/2001,Knicks,,Marcus Camby,placed on IL with bruised left hip
4/18/2001,Knicks,Lavor Postell,,activated from IL
4/18/2001,Timberwolves,,Kevin Garnett,placed on IL with bruised left calf
4/18/2001,Timberwolves,Tom Hammonds,,activated from IL
4/20/2001,76ers,Allen Iverson,,activated from IL
4/20/2001,76ers,Dikembe Mutombo,,activated from IL
4/20/2001,Bucks,Jason Caffey,,activated from IL
4/20/2001,Bucks,Sam Cassell,,activated from IL
4/20/2001,Bucks,Tim Thomas,,activated from IL
4/20/2001,Heat,Anthony Mason Sr.,,activated from IL
4/20/2001,Heat,Tim Hardaway Sr.,,activated from IL
4/20/2001,Kings,Lawrence Funderburke,,activated from IL
4/20/2001,Knicks,Marcus Camby,,activated from IL
4/20/2001,Lakers,Ron Harper,,activated from IL
4/20/2001,Lakers,Tyronn Lue,,activated from IL
4/20/2001,Mavericks,Greg Buckner,,activated from IL
4/20/2001,Pacers,Derrick McKey,,activated from IL
4/20/2001,Pacers,Sam Perkins,,activated from IL
4/20/2001,Timberwolves,Kevin Garnett,,activated from IL
6/16/2001,Grizzlies,Brent Price,,activated from IL
7/1/2001,76ers,Craig Claxton / Speedy Claxton,,activated from IL
7/1/2001,Clippers,Corey Maggette,,activated from IL
7/1/2001,Clippers,Earl Boykins,,activated from IL
7/1/2001,Grizzlies,Doug West,,activated from IL
7/1/2001,Knicks,Luc Longley,,activated from IL
7/1/2001,Knicks,Tyrone Bogues / Muggsy Bogues,,activated from IL
7/1/2001,Lakers,Isaiah Rider / J.R. Rider,,activated from IL
7/1/2001,Mavericks,Gary Trent,,activated from IL
7/1/2001,Mavericks,Obinna Ekezie,,activated from IL
7/23/2001,Blazers,Bonzi Wells,,activated from IL
7/23/2001,Blazers,Erick Barkley,,activated from IL
7/23/2001,Blazers,Shawn Kemp,,activated from IL
7/23/2001,Blazers,Will Perdue,,activated from IL
7/23/2001,Bulls,Bryce Drew,,activated from IL
7/23/2001,Bulls,Jamal Crawford,,activated from IL
7/23/2001,Bulls,Michael Ruffin,,activated from IL
7/23/2001,Cavaliers,Cedric Henderson (E.),,activated from IL
7/23/2001,Cavaliers,Vernell Coles / Bimbo Coles,,activated from IL
7/23/2001,Cavaliers,Zydrunas Ilgauskas,,activated from IL
7/23/2001,Celtics,Chris Carr (Dean),,activated from IL
7/23/2001,Celtics,Kenny Anderson,,activated from IL
7/23/2001,Celtics,Randy Brown,,activated from IL
7/23/2001,Hawks,Theo Ratliff,,activated from IL
7/23/2001,Heat,Todd Fuller,,activated from IL
7/23/2001,Hornets,Lee Nailon,,activated from IL
7/23/2001,Hornets,Tim James,,activated from IL
7/23/2001,Jazz,Quincy Lewis,,activated from IL
7/23/2001,Jazz,Scott Padgett,,activated from IL
7/23/2001,Kings,Art Long,,activated from IL
7/23/2001,Magic,Cory Alexander,,activated from IL
7/23/2001,Magic,Grant Hill,,activated from IL
7/23/2001,Pacers,Lari Ketner,,activated from IL
7/23/2001,Pistons,Billy Owens,,activated from IL
7/23/2001,Pistons,Michael Curry,,activated from IL
7/23/2001,Rockets,Jason Collier,,activated from IL
7/23/2001,Rockets,Maurice Taylor,,activated from IL
7/23/2001,Sonics,Jelani McCoy,,activated from IL
7/23/2001,Timberwolves,Andrae Patterson,,activated from IL
7/23/2001,Timberwolves,Sam Jacobson,,activated from IL
10/29/2001,76ers,,Alvin Jones,placed on IL with right knee tendinitis
10/29/2001,76ers,,Eric Snow,placed on IL with broken left thumb
10/29/2001,76ers,,Samuel Dalembert,placed on IL with left knee tendinitis
10/29/2001,Blazers,,Chris Dudley,placed on IR with right shoulder rotator cuff weakness
10/29/2001,Blazers,,Mitchell Butler,placed on IL with left knee/quadricaps tendinitis
10/29/2001,Blazers,,Rick Brunson,placed on IR with sprained left metatarsal
10/29/2001,Bucks,,Darvin Ham,placed on IL recovering from surgery on right knee
10/29/2001,Bulls,,Eddie Robinson,placed on IR with non-acute fracture of left big toe
10/29/2001,Bulls,,Jamal Crawford,placed on IL with torn ACL in left knee
10/29/2001,Bulls,,Ron Artest / Metta World Peace,placed on IL recovering from surgery on right ring finger
10/29/2001,Cavaliers,,Jeff Trepagnier,placed on IL with sprained left ankle
10/29/2001,Cavaliers,,Tyrone Hill,placed on IL with back spasms
10/29/2001,Cavaliers,,Zydrunas Ilgauskas,placed on IL recovering from surgery on left foot (out until mid-Dec)
10/29/2001,Celtics,,Randy Brown,placed on IR with pulled/strained right groin
10/29/2001,Celtics,,Roshown McLeod,placed on IR with nerve damage in left leg
10/29/2001,Clippers,,Harold Jamison,placed on IR with bruised left shin
10/29/2001,Grizzlies,,Antonis Fotsis,placed on IL with right knee tendinitis
10/29/2001,Grizzlies,,Bryant Reeves,placed on IL with back injury
